      7  WLM        STCOR   PHL2525_cleanbaseavg.fits
RADEC
coordinates (deg)    4.926071e-01 -1.546093e+01
VLSR          Ta*
       4.482e+02      -1.337e-04
       4.494e+02       4.548e-02
       4.506e+02       4.663e-02
       4.519e+02       4.907e-03
       4.531e+02       4.347e-02
       4.543e+02       1.389e-02
       4.555e+02       7.353e-03
       4.567e+02       3.405e-02
       4.579e+02      -1.490e-02
       4.591e+02      -2.118e-03
       4.603e+02      -8.517e-03
       4.615e+02       1.477e-02
       4.627e+02       1.906e-02
       4.639e+02       1.698e-02
       4.651e+02       1.016e-02
       4.663e+02      -2.776e-02
       4.676e+02      -1.552e-02
       4.688e+02       4.725e-03
       4.700e+02       2.580e-02
       4.712e+02       1.353e-02
       4.724e+02       1.741e-02
       4.736e+02      -5.095e-03
       4.748e+02       1.459e-02
       4.760e+02      -1.348e-02
       4.772e+02       2.200e-02
       4.784e+02       4.752e-03
       4.796e+02       1.603e-02
       4.808e+02      -1.058e-02
       4.820e+02       1.022e-02
       4.833e+02      -2.593e-02
       4.845e+02       2.957e-03
       4.857e+02      -3.909e-03
       4.869e+02      -1.013e-02
       4.881e+02       2.303e-02
       4.893e+02       1.557e-02
       4.905e+02       1.043e-02
       4.917e+02      -1.096e-02
       4.929e+02       1.075e-02
       4.941e+02      -9.888e-03
       4.953e+02      -2.135e-02
       4.965e+02      -1.232e-02
       4.978e+02       5.977e-03
       4.990e+02      -1.433e-02
       5.002e+02       5.060e-03
       5.014e+02       2.588e-02
       5.026e+02       2.711e-02
       5.038e+02       1.683e-02
       5.050e+02       1.357e-02
       5.062e+02       1.150e-02
       5.074e+02      -1.803e-03
       5.086e+02      -5.662e-04
       5.098e+02       2.024e-02
       5.110e+02      -1.868e-02
       5.122e+02      -2.155e-02
       5.135e+02       4.188e-03
       5.147e+02      -1.213e-02
       5.159e+02       3.610e-02
       5.171e+02       2.144e-02
       5.183e+02       1.431e-02
       5.195e+02      -3.109e-02
       5.207e+02      -1.107e-02
       5.219e+02       2.082e-03
       5.231e+02      -3.288e-02
       5.243e+02      -3.071e-02
       5.255e+02       5.891e-05
       5.267e+02       4.020e-03
       5.279e+02      -2.994e-02
       5.292e+02       1.001e-03
       5.304e+02      -1.202e-02
       5.316e+02      -5.375e-02
       5.328e+02      -3.831e-02
       5.340e+02      -1.517e-02
       5.352e+02      -1.648e-02
       5.364e+02      -9.500e-03
       5.376e+02      -1.855e-02
       5.388e+02      -8.264e-03
       5.400e+02      -2.486e-02
       5.412e+02      -5.850e-02
       5.424e+02      -2.036e-02
       5.436e+02      -7.409e-02
       5.449e+02      -8.351e-02
       5.461e+02      -3.253e-02
       5.473e+02      -5.939e-02
       5.485e+02      -2.355e-02
       5.497e+02      -9.503e-03
       5.509e+02      -4.587e-02
       5.521e+02      -6.392e-02
       5.533e+02      -2.614e-02
       5.545e+02       6.001e-04
       5.557e+02      -2.653e-02
       5.569e+02      -4.152e-02
       5.581e+02      -1.593e-02
       5.593e+02      -7.695e-02
       5.606e+02      -6.082e-02
       5.618e+02      -2.891e-02
       5.630e+02      -6.334e-02
       5.642e+02      -7.004e-02
       5.654e+02      -7.323e-02
       5.666e+02      -1.338e-01
       5.678e+02      -1.302e-01
       5.690e+02      -1.814e-01
       5.702e+02      -1.973e-01
       5.714e+02      -2.516e-01
       5.726e+02      -3.365e-01
       5.738e+02      -4.020e-01
       5.751e+02      -4.725e-01
       5.763e+02      -6.106e-01
       5.775e+02      -7.186e-01
       5.787e+02      -8.811e-01
       5.799e+02      -9.400e-01
       5.811e+02      -1.048e+00
       5.823e+02      -1.172e+00
       5.835e+02      -1.265e+00
       5.847e+02      -1.369e+00
       5.859e+02      -1.457e+00
       5.871e+02      -1.562e+00
       5.883e+02      -1.661e+00
       5.895e+02      -1.747e+00
       5.908e+02      -1.793e+00
       5.920e+02      -1.836e+00
       5.932e+02      -1.959e+00
       5.944e+02      -1.969e+00
       5.956e+02      -2.083e+00
       5.968e+02      -2.109e+00
       5.980e+02      -2.218e+00
       5.992e+02      -2.273e+00
       6.004e+02      -2.321e+00
       6.016e+02      -2.430e+00
       6.028e+02      -2.457e+00
       6.040e+02      -2.483e+00
       6.052e+02      -2.563e+00
       6.065e+02      -2.544e+00
       6.077e+02      -2.571e+00
       6.089e+02      -2.570e+00
       6.101e+02      -2.587e+00
       6.113e+02      -2.620e+00
       6.125e+02      -2.681e+00
       6.137e+02      -2.719e+00
       6.149e+02      -2.782e+00
       6.161e+02      -2.837e+00
       6.173e+02      -2.928e+00
       6.185e+02      -2.959e+00
       6.197e+02      -2.985e+00
       6.209e+02      -3.044e+00
       6.222e+02      -3.062e+00
       6.234e+02      -3.067e+00
       6.246e+02      -2.987e+00
       6.258e+02      -2.927e+00
       6.270e+02      -2.774e+00
       6.282e+02      -2.705e+00
       6.294e+02      -2.547e+00
       6.306e+02      -2.415e+00
       6.318e+02      -2.249e+00
